Timestamp,Davis Hall Total Electric Meter Demand (C),Davis Hall Total Electric Meter Usage (C)
2024-02-29T18:00:00-08:00 Los_Angeles,171.6479949951172kW,170.75kWh
2024-02-29T19:00:00-08:00 Los_Angeles,164.47999572753906kW,160.75kWh
2024-02-29T20:00:00-08:00 Los_Angeles,161.66400146484375kW,120.75kWh
2024-02-29T21:00:00-08:00 Los_Angeles,101.31200408935547kW,94.5kWh
2024-02-29T22:00:00-08:00 Los_Angeles,96.19200134277344kW,94.25kWh
2024-02-29T23:00:00-08:00 Los_Angeles,97.02400207519531kW,92.75kWh
2024-03-01T00:00:00-08:00 Los_Angeles,96.12800598144531kW,90.5kWh
2024-03-01T01:00:00-08:00 Los_Angeles,93.95199584960938kW,90.5kWh
2024-03-01T02:00:00-08:00 Los_Angeles,95.36000061035156kW,91.75kWh
2024-03-01T03:00:00-08:00 Los_Angeles,95.61599731445312kW,92kWh
2024-03-01T04:00:00-08:00 Los_Angeles,94.01599884033203kW,90.5kWh
2024-03-01T05:00:00-08:00 Los_Angeles,180.99200439453125kW,152.75kWh
2024-03-01T06:00:00-08:00 Los_Angeles,175.74400329589844kW,158.75kWh
2024-03-01T07:00:00-08:00 Los_Angeles,152.83200073242188kW,146.75kWh
2024-03-01T08:00:00-08:00 Los_Angeles,156.3520050048828kW,150.25kWh
2024-03-01T09:00:00-08:00 Los_Angeles,166.84799194335938kW,162.25kWh
2024-03-01T10:00:00-08:00 Los_Angeles,180.86399841308594kW,176.75kWh
2024-03-01T11:00:00-08:00 Los_Angeles,191.74400329589844kW,187.5kWh
2024-03-01T12:00:00-08:00 Los_Angeles,193.72799682617188kW,189.5kWh
2024-03-01T13:00:00-08:00 Los_Angeles,195.51998901367188kW,191kWh
2024-03-01T14:00:00-08:00 Los_Angeles,191.80799865722656kW,188.25kWh
2024-03-01T15:00:00-08:00 Los_Angeles,194.04800415039062kW,189.75kWh
2024-03-01T16:00:00-08:00 Los_Angeles,192.9600067138672kW,189.75kWh
2024-03-01T17:00:00-08:00 Los_Angeles,184.63999938964844kW,177.75kWh
2024-03-01T18:00:00-08:00 Los_Angeles,160.89599609375kW,157.25kWh
2024-03-01T19:00:00-08:00 Los_Angeles,153.9199981689453kW,150.25kWh
2024-03-01T20:00:00-08:00 Los_Angeles,146.4320068359375kW,109.25kWh
2024-03-01T21:00:00-08:00 Los_Angeles,97.47200012207031kW,93kWh
2024-03-01T22:00:00-08:00 Los_Angeles,94.01600646972656kW,91.25kWh
2024-03-01T23:00:00-08:00 Los_Angeles,92.60800170898438kW,90.25kWh
2024-03-02T00:00:00-08:00 Los_Angeles,95.23200225830078kW,90.5kWh
2024-03-02T01:00:00-08:00 Los_Angeles,93.5040054321289kW,89.25kWh
2024-03-02T02:00:00-08:00 Los_Angeles,94.01599884033203kW,90.25kWh
2024-03-02T03:00:00-08:00 Los_Angeles,93.05599975585938kW,88.25kWh
2024-03-02T04:00:00-08:00 Los_Angeles,91.96800231933594kW,89.75kWh
2024-03-02T05:00:00-08:00 Los_Angeles,93.37600708007812kW,89kWh
2024-03-02T06:00:00-08:00 Los_Angeles,93.95199584960938kW,91.75kWh
2024-03-02T07:00:00-08:00 Los_Angeles,90.94400024414062kW,88.5kWh
2024-03-02T08:00:00-08:00 Los_Angeles,96.12800598144531kW,90.75kWh
2024-03-02T09:00:00-08:00 Los_Angeles,93.12000274658203kW,90.25kWh
2024-03-02T10:00:00-08:00 Los_Angeles,94.97599792480469kW,92kWh
2024-03-02T11:00:00-08:00 Los_Angeles,96.57600402832031kW,91.75kWh
2024-03-02T12:00:00-08:00 Los_Angeles,97.5999984741211kW,93.25kWh
2024-03-02T13:00:00-08:00 Los_Angeles,100.60800170898438kW,96kWh
2024-03-02T14:00:00-08:00 Los_Angeles,98.49600219726562kW,94kWh
2024-03-02T15:00:00-08:00 Los_Angeles,101.12000274658203kW,96.25kWh
2024-03-02T16:00:00-08:00 Los_Angeles,100.99200439453125kW,97kWh
2024-03-02T17:00:00-08:00 Los_Angeles,97.27999877929688kW,96.75kWh
2024-03-02T18:00:00-08:00 Los_Angeles,102.20800018310547kW,96.5kWh
2024-03-02T19:00:00-08:00 Los_Angeles,97.72799682617188kW,94.5kWh
2024-03-02T20:00:00-08:00 Los_Angeles,97.72799682617188kW,91.75kWh
2024-03-02T21:00:00-08:00 Los_Angeles,96.25599670410156kW,92kWh
2024-03-02T22:00:00-08:00 Los_Angeles,92.80000305175781kW,90kWh
2024-03-02T23:00:00-08:00 Los_Angeles,94.08000183105469kW,90.25kWh
2024-03-03T00:00:00-08:00 Los_Angeles,94.46400451660156kW,88.5kWh
2024-03-03T01:00:00-08:00 Los_Angeles,93.12000274658203kW,90kWh
2024-03-03T02:00:00-08:00 Los_Angeles,92.03199768066406kW,90.25kWh
2024-03-03T03:00:00-08:00 Los_Angeles,93.75999450683594kW,89kWh
2024-03-03T04:00:00-08:00 Los_Angeles,95.80799865722656kW,89.25kWh
2024-03-03T05:00:00-08:00 Los_Angeles,92.9280014038086kW,88.25kWh
2024-03-03T06:00:00-08:00 Los_Angeles,95.23199462890625kW,91.75kWh
2024-03-03T07:00:00-08:00 Los_Angeles,93.37600708007812kW,89.5kWh
2024-03-03T08:00:00-08:00 Los_Angeles,92.16000366210938kW,89.5kWh
2024-03-03T09:00:00-08:00 Los_Angeles,93.50399780273438kW,89.5kWh
2024-03-03T10:00:00-08:00 Los_Angeles,98.36800384521484kW,91.5kWh
2024-03-03T11:00:00-08:00 Los_Angeles,95.16799926757812kW,91.5kWh
2024-03-03T12:00:00-08:00 Los_Angeles,98.81599426269531kW,94.25kWh
2024-03-03T13:00:00-08:00 Los_Angeles,102.52799987792969kW,98.5kWh
2024-03-03T14:00:00-08:00 Los_Angeles,104.63999938964844kW,100.75kWh
2024-03-03T15:00:00-08:00 Los_Angeles,107.58399963378906kW,103.5kWh
2024-03-03T16:00:00-08:00 Los_Angeles,105.91999816894531kW,102.25kWh
2024-03-03T17:00:00-08:00 Los_Angeles,104.06399536132812kW,101kWh
2024-03-03T18:00:00-08:00 Los_Angeles,106.94400024414062kW,102.25kWh
2024-03-03T19:00:00-08:00 Los_Angeles,101.9520034790039kW,97.75kWh
2024-03-03T20:00:00-08:00 Los_Angeles,103.68000030517578kW,97.75kWh
2024-03-03T21:00:00-08:00 Los_Angeles,98.49600219726562kW,95.25kWh
2024-03-03T22:00:00-08:00 Los_Angeles,99.90400695800781kW,94.25kWh
2024-03-03T23:00:00-08:00 Los_Angeles,96.32000732421875kW,93.5kWh
2024-03-04T00:00:00-08:00 Los_Angeles,96.95999908447266kW,93.5kWh
2024-03-04T01:00:00-08:00 Los_Angeles,94.656005859375kW,92kWh
2024-03-04T02:00:00-08:00 Los_Angeles,98.81600189208984kW,93kWh
2024-03-04T03:00:00-08:00 Los_Angeles,98.11199951171875kW,93.75kWh
2024-03-04T04:00:00-08:00 Los_Angeles,96.06399536132812kW,92kWh
2024-03-04T05:00:00-08:00 Los_Angeles,187.8400115966797kW,157kWh
2024-03-04T06:00:00-08:00 Los_Angeles,188.28799438476562kW,164.25kWh
2024-03-04T07:00:00-08:00 Los_Angeles,153.21600341796875kW,150kWh
2024-03-04T08:00:00-08:00 Los_Angeles,168.25599670410156kW,160.75kWh
2024-03-04T09:00:00-08:00 Los_Angeles,181.6320037841797kW,176.25kWh
2024-03-04T10:00:00-08:00 Los_Angeles,195.13600158691406kW,190.25kWh
2024-03-04T11:00:00-08:00 Los_Angeles,194.11199951171875kW,190.25kWh
2024-03-04T12:00:00-08:00 Los_Angeles,199.29600524902344kW,194.5kWh
2024-03-04T13:00:00-08:00 Los_Angeles,195.7760009765625kW,195kWh
2024-03-04T14:00:00-08:00 Los_Angeles,198.84799194335938kW,192.75kWh
2024-03-04T15:00:00-08:00 Los_Angeles,212.2239990234375kW,199.25kWh
2024-03-04T16:00:00-08:00 Los_Angeles,210.68800354003906kW,207.25kWh
2024-03-04T17:00:00-08:00 Los_Angeles,202.68798828125kW,198.5kWh
2024-03-04T18:00:00-08:00 Los_Angeles,191.8719940185547kW,181kWh
2024-03-04T19:00:00-08:00 Los_Angeles,174.27200317382812kW,167.5kWh
2024-03-04T20:00:00-08:00 Los_Angeles,162.17599487304688kW,121.75kWh
2024-03-04T21:00:00-08:00 Los_Angeles,106.4320068359375kW,100.75kWh
2024-03-04T22:00:00-08:00 Los_Angeles,98.87999725341797kW,96.25kWh
2024-03-04T23:00:00-08:00 Los_Angeles,100.79999542236328kW,95.5kWh
2024-03-05T00:00:00-08:00 Los_Angeles,96.63999938964844kW,93.5kWh
2024-03-05T01:00:00-08:00 Los_Angeles,96.447998046875kW,92.75kWh
2024-03-05T02:00:00-08:00 Los_Angeles,96.12800598144531kW,93kWh
2024-03-05T03:00:00-08:00 Los_Angeles,94.20800018310547kW,91.25kWh
2024-03-05T04:00:00-08:00 Los_Angeles,95.2959976196289kW,91.75kWh
2024-03-05T05:00:00-08:00 Los_Angeles,188.92800903320312kW,157kWh
2024-03-05T06:00:00-08:00 Los_Angeles,185.21600341796875kW,165.75kWh
2024-03-05T07:00:00-08:00 Los_Angeles,152.38400268554688kW,149.5kWh
2024-03-05T08:00:00-08:00 Los_Angeles,161.0240020751953kW,157kWh
2024-03-05T09:00:00-08:00 Los_Angeles,181.50399780273438kW,178.5kWh
2024-03-05T10:00:00-08:00 Los_Angeles,193.8560028076172kW,190.5kWh
2024-03-05T11:00:00-08:00 Los_Angeles,195.2639923095703kW,190.25kWh
2024-03-05T12:00:00-08:00 Los_Angeles,236.92799377441406kW,205.5kWh
2024-03-05T13:00:00-08:00 Los_Angeles,200.83200073242188kW,198.25kWh
2024-03-05T14:00:00-08:00 Los_Angeles,206.5279998779297kW,198.5kWh
2024-03-05T15:00:00-08:00 Los_Angeles,205.6959991455078kW,202.5kWh
2024-03-05T16:00:00-08:00 Los_Angeles,200.70399475097656kW,199.25kWh
2024-03-05T17:00:00-08:00 Los_Angeles,191.29598999023438kW,187.5kWh
2024-03-05T18:00:00-08:00 Los_Angeles,181.44000244140625kW,176.5kWh
2024-03-05T19:00:00-08:00 Los_Angeles,169.0240020751953kW,163.25kWh
2024-03-05T20:00:00-08:00 Los_Angeles,161.79200744628906kW,118.75kWh
2024-03-05T21:00:00-08:00 Los_Angeles,102.72000122070312kW,97.75kWh
2024-03-05T22:00:00-08:00 Los_Angeles,96.447998046875kW,94.75kWh
2024-03-05T23:00:00-08:00 Los_Angeles,95.29600524902344kW,90.75kWh
2024-03-06T00:00:00-08:00 Los_Angeles,93.88800048828125kW,87.75kWh
2024-03-06T01:00:00-08:00 Los_Angeles,92.60800170898438kW,89.75kWh
2024-03-06T02:00:00-08:00 Los_Angeles,93.31200408935547kW,88.75kWh
2024-03-06T03:00:00-08:00 Los_Angeles,96.63999938964844kW,89.25kWh
2024-03-06T04:00:00-08:00 Los_Angeles,91.90399932861328kW,88.25kWh
2024-03-06T05:00:00-08:00 Los_Angeles,177.4720001220703kW,151kWh
2024-03-06T06:00:00-08:00 Los_Angeles,176.51199340820312kW,157.5kWh
2024-03-06T07:00:00-08:00 Los_Angeles,145.66400146484375kW,144.5kWh
2024-03-06T08:00:00-08:00 Los_Angeles,161.60000610351562kW,151.25kWh
2024-03-06T09:00:00-08:00 Los_Angeles,177.5360107421875kW,172.75kWh
2024-03-06T10:00:00-08:00 Los_Angeles,246.4639892578125kW,207.25kWh
2024-03-06T11:00:00-08:00 Los_Angeles,251.52000427246094kW,216.5kWh
2024-03-06T12:00:00-08:00 Los_Angeles,194.8800048828125kW,191.75kWh
2024-03-06T13:00:00-08:00 Los_Angeles,199.23199462890625kW,192.25kWh
2024-03-06T14:00:00-08:00 Los_Angeles,200.6400146484375kW,196.5kWh
2024-03-06T15:00:00-08:00 Los_Angeles,199.6800079345703kW,193kWh
2024-03-06T16:00:00-08:00 Los_Angeles,194.75201416015625kW,189.5kWh
2024-03-06T17:00:00-08:00 Los_Angeles,189.44000244140625kW,183.25kWh
2024-03-06T18:00:00-08:00 Los_Angeles,184.25601196289062kW,181kWh
2024-03-06T19:00:00-08:00 Los_Angeles,172.2239990234375kW,167kWh
2024-03-06T20:00:00-08:00 Los_Angeles,164.28799438476562kW,121.5kWh
2024-03-06T21:00:00-08:00 Los_Angeles,99.19999694824219kW,95kWh
2024-03-06T22:00:00-08:00 Los_Angeles,98.36799621582031kW,94kWh
2024-03-06T23:00:00-08:00 Los_Angeles,97.02400207519531kW,93.5kWh
2024-03-07T00:00:00-08:00 Los_Angeles,95.87200164794922kW,91.5kWh
2024-03-07T01:00:00-08:00 Los_Angeles,94.27200317382812kW,90kWh
2024-03-07T02:00:00-08:00 Los_Angeles,94.91200256347656kW,90.75kWh
2024-03-07T03:00:00-08:00 Los_Angeles,95.04000091552734kW,91.5kWh
2024-03-07T04:00:00-08:00 Los_Angeles,96.89599609375kW,91.25kWh
2024-03-07T05:00:00-08:00 Los_Angeles,182.20799255371094kW,152kWh
2024-03-07T06:00:00-08:00 Los_Angeles,183.42401123046875kW,160kWh
2024-03-07T07:00:00-08:00 Los_Angeles,148.7360076904297kW,145kWh
2024-03-07T08:00:00-08:00 Los_Angeles,170.36801147460938kW,161.25kWh
2024-03-07T09:00:00-08:00 Los_Angeles,185.9199981689453kW,174.75kWh
2024-03-07T10:00:00-08:00 Los_Angeles,248.25601196289062kW,207.5kWh
2024-03-07T11:00:00-08:00 Los_Angeles,246.5919952392578kW,244.5kWh
2024-03-07T12:00:00-08:00 Los_Angeles,250.68800354003906kW,245.25kWh
2024-03-07T13:00:00-08:00 Los_Angeles,247.48800659179688kW,243kWh
2024-03-07T14:00:00-08:00 Los_Angeles,250.17601013183594kW,244.5kWh
2024-03-07T15:00:00-08:00 Los_Angeles,244.2239990234375kW,242.25kWh
2024-03-07T16:00:00-08:00 Los_Angeles,242.62399291992188kW,239.25kWh
2024-03-07T17:00:00-08:00 Los_Angeles,238.84799194335938kW,234.5kWh
2024-03-07T18:00:00-08:00 Los_Angeles,235.7760009765625kW,230.25kWh
2024-03-07T19:00:00-08:00 Los_Angeles,234.17599487304688kW,227.5kWh
2024-03-07T20:00:00-08:00 Los_Angeles,220.92800903320312kW,179kWh
2024-03-07T21:00:00-08:00 Los_Angeles,158.46400451660156kW,157.25kWh
2024-03-07T22:00:00-08:00 Los_Angeles,152.06399536132812kW,148.5kWh
2024-03-07T23:00:00-08:00 Los_Angeles,97.92000579833984kW,92kWh
2024-03-08T00:00:00-08:00 Los_Angeles,89.91999816894531kW,87kWh
2024-03-08T01:00:00-08:00 Los_Angeles,90.81600189208984kW,86.75kWh
2024-03-08T02:00:00-08:00 Los_Angeles,89.343994140625kW,85.5kWh
2024-03-08T03:00:00-08:00 Los_Angeles,93.69599914550781kW,88.5kWh
2024-03-08T04:00:00-08:00 Los_Angeles,93.50399780273438kW,86.75kWh
2024-03-08T05:00:00-08:00 Los_Angeles,180.2880096435547kW,150.75kWh
2024-03-08T06:00:00-08:00 Los_Angeles,172.0959930419922kW,156kWh
2024-03-08T07:00:00-08:00 Los_Angeles,144.5760040283203kW,141kWh
2024-03-08T08:00:00-08:00 Los_Angeles,155.7760009765625kW,149.75kWh
2024-03-08T09:00:00-08:00 Los_Angeles,171.0080108642578kW,166kWh
2024-03-08T10:00:00-08:00 Los_Angeles,184.38400268554688kW,177.5kWh
2024-03-08T11:00:00-08:00 Los_Angeles,183.552001953125kW,179kWh
2024-03-08T12:00:00-08:00 Los_Angeles,192.32000732421875kW,188.25kWh
2024-03-08T13:00:00-08:00 Los_Angeles,191.67999267578125kW,189kWh
2024-03-08T14:00:00-08:00 Los_Angeles,199.10400390625kW,194.75kWh
2024-03-08T15:00:00-08:00 Los_Angeles,200.63998413085938kW,193.5kWh
2024-03-08T16:00:00-08:00 Los_Angeles,193.27999877929688kW,189.75kWh
2024-03-08T17:00:00-08:00 Los_Angeles,177.15200805664062kW,170.75kWh
2024-03-08T18:00:00-08:00 Los_Angeles,169.66400146484375kW,161.5kWh
2024-03-08T19:00:00-08:00 Los_Angeles,154.62400817871094kW,151.75kWh
2024-03-08T20:00:00-08:00 Los_Angeles,146.62399291992188kW,112kWh
2024-03-08T21:00:00-08:00 Los_Angeles,101.05599975585938kW,96.25kWh
2024-03-08T22:00:00-08:00 Los_Angeles,98.49600219726562kW,93.5kWh
2024-03-08T23:00:00-08:00 Los_Angeles,96.447998046875kW,92.25kWh
2024-03-09T00:00:00-08:00 Los_Angeles,94.2719955444336kW,90.75kWh
2024-03-09T01:00:00-08:00 Los_Angeles,92.4800033569336kW,90kWh
2024-03-09T02:00:00-08:00 Los_Angeles,92.60800170898438kW,89.75kWh
2024-03-09T03:00:00-08:00 Los_Angeles,95.42399597167969kW,90kWh
2024-03-09T04:00:00-08:00 Los_Angeles,92.86399841308594kW,89.75kWh
2024-03-09T05:00:00-08:00 Los_Angeles,94.52799987792969kW,89.75kWh
2024-03-09T06:00:00-08:00 Los_Angeles,95.2959976196289kW,91kWh
2024-03-09T07:00:00-08:00 Los_Angeles,93.88800048828125kW,89.75kWh
2024-03-09T08:00:00-08:00 Los_Angeles,95.10400390625kW,90.75kWh
2024-03-09T09:00:00-08:00 Los_Angeles,95.03999328613281kW,91kWh
2024-03-09T10:00:00-08:00 Los_Angeles,95.80799865722656kW,91kWh
2024-03-09T11:00:00-08:00 Los_Angeles,95.80799865722656kW,91.75kWh
2024-03-09T12:00:00-08:00 Los_Angeles,96.12800598144531kW,92.25kWh
2024-03-09T13:00:00-08:00 Los_Angeles,99.0719985961914kW,93.5kWh
2024-03-09T14:00:00-08:00 Los_Angeles,104.76799774169922kW,96.75kWh
2024-03-09T15:00:00-08:00 Los_Angeles,104.70399475097656kW,101kWh
2024-03-09T16:00:00-08:00 Los_Angeles,100.16000366210938kW,97kWh
2024-03-09T17:00:00-08:00 Los_Angeles,104.2560043334961kW,99.75kWh
2024-03-09T18:00:00-08:00 Los_Angeles,94.59200286865234kW,92.25kWh
2024-03-09T19:00:00-08:00 Los_Angeles,96.19200134277344kW,92kWh
2024-03-09T20:00:00-08:00 Los_Angeles,93.44000244140625kW,88.75kWh
2024-03-09T21:00:00-08:00 Los_Angeles,91.3280029296875kW,87kWh
2024-03-09T22:00:00-08:00 Los_Angeles,90.81600189208984kW,87.25kWh
2024-03-09T23:00:00-08:00 Los_Angeles,90.23999786376953kW,85.25kWh
2024-03-10T00:00:00-08:00 Los_Angeles,90.49600219726562kW,86.25kWh
2024-03-10T01:00:00-08:00 Los_Angeles,88.51200103759766kW,84.75kWh
2024-03-10T03:00:00-07:00 Los_Angeles,90.49600219726562kW,85.75kWh
2024-03-10T04:00:00-07:00 Los_Angeles,87.93600463867188kW,83.75kWh
2024-03-10T05:00:00-07:00 Los_Angeles,89.08799743652344kW,85.25kWh
2024-03-10T06:00:00-07:00 Los_Angeles,89.47200012207031kW,85.5kWh
2024-03-10T07:00:00-07:00 Los_Angeles,88.95999908447266kW,83.5kWh
2024-03-10T08:00:00-07:00 Los_Angeles,89.1520004272461kW,84.75kWh
2024-03-10T09:00:00-07:00 Los_Angeles,89.79199981689453kW,85kWh
2024-03-10T10:00:00-07:00 Los_Angeles,88.25599670410156kW,85kWh
2024-03-10T11:00:00-07:00 Los_Angeles,89.72799682617188kW,86kWh
2024-03-10T12:00:00-07:00 Los_Angeles,94.52799987792969kW,87.25kWh
2024-03-10T13:00:00-07:00 Los_Angeles,95.36000061035156kW,90.75kWh
2024-03-10T14:00:00-07:00 Los_Angeles,100.16000366210938kW,96.75kWh
2024-03-10T15:00:00-07:00 Los_Angeles,99.13599395751953kW,96.5kWh
2024-03-10T16:00:00-07:00 Los_Angeles,102.52799987792969kW,98.25kWh
2024-03-10T17:00:00-07:00 Los_Angeles,101.76000213623047kW,97kWh
2024-03-10T18:00:00-07:00 Los_Angeles,101.3759994506836kW,97.75kWh
2024-03-10T19:00:00-07:00 Los_Angeles,96.25599670410156kW,94.75kWh
2024-03-10T20:00:00-07:00 Los_Angeles,99.00800323486328kW,94.75kWh
2024-03-10T21:00:00-07:00 Los_Angeles,96.96000671386719kW,90.75kWh
2024-03-10T22:00:00-07:00 Los_Angeles,94.2719955444336kW,89.25kWh
2024-03-10T23:00:00-07:00 Los_Angeles,93.9520034790039kW,88.5kWh
2024-03-11T00:00:00-07:00 Los_Angeles,92.2239990234375kW,87kWh
2024-03-11T01:00:00-07:00 Los_Angeles,90.55999755859375kW,88kWh
2024-03-11T02:00:00-07:00 Los_Angeles,92.03199768066406kW,86.5kWh
2024-03-11T03:00:00-07:00 Los_Angeles,89.21600341796875kW,86.75kWh
2024-03-11T04:00:00-07:00 Los_Angeles,90.68800354003906kW,87kWh
2024-03-11T05:00:00-07:00 Los_Angeles,180.16000366210938kW,149.5kWh
2024-03-11T06:00:00-07:00 Los_Angeles,174.5279998779297kW,155kWh
2024-03-11T07:00:00-07:00 Los_Angeles,149.37600708007812kW,145kWh
2024-03-11T08:00:00-07:00 Los_Angeles,160.5760040283203kW,154.5kWh
2024-03-11T09:00:00-07:00 Los_Angeles,177.72799682617188kW,173.5kWh
2024-03-11T10:00:00-07:00 Los_Angeles,185.60000610351562kW,180.5kWh
2024-03-11T11:00:00-07:00 Los_Angeles,195.00799560546875kW,190.5kWh
2024-03-11T12:00:00-07:00 Los_Angeles,199.04000854492188kW,193.25kWh
2024-03-11T13:00:00-07:00 Los_Angeles,201.21600341796875kW,197.25kWh
2024-03-11T14:00:00-07:00 Los_Angeles,202.68800354003906kW,198kWh
2024-03-11T15:00:00-07:00 Los_Angeles,201.72799682617188kW,200.25kWh
2024-03-11T16:00:00-07:00 Los_Angeles,199.36001586914062kW,195kWh
2024-03-11T17:00:00-07:00 Los_Angeles,193.72799682617188kW,190.5kWh
2024-03-11T18:00:00-07:00 Los_Angeles,184.83200073242188kW,181.25kWh
2024-03-11T19:00:00-07:00 Los_Angeles,179.26400756835938kW,172kWh
2024-03-11T20:00:00-07:00 Los_Angeles,166.52798461914062kW,126kWh
2024-03-11T21:00:00-07:00 Los_Angeles,106.68800354003906kW,100.25kWh
2024-03-11T22:00:00-07:00 Los_Angeles,103.23200225830078kW,99.5kWh
2024-03-11T23:00:00-07:00 Los_Angeles,101.50399780273438kW,96.75kWh
2024-03-12T00:00:00-07:00 Los_Angeles,100.9280014038086kW,93.75kWh
2024-03-12T01:00:00-07:00 Los_Angeles,98.94400024414062kW,94.25kWh
2024-03-12T02:00:00-07:00 Los_Angeles,98.1760025024414kW,95kWh
2024-03-12T03:00:00-07:00 Los_Angeles,99.07200622558594kW,94kWh
2024-03-12T04:00:00-07:00 Los_Angeles,96.7040023803711kW,94.25kWh
2024-03-12T05:00:00-07:00 Los_Angeles,185.8560028076172kW,156kWh
2024-03-12T06:00:00-07:00 Los_Angeles,181.31199645996094kW,160.75kWh
2024-03-12T07:00:00-07:00 Los_Angeles,155.90399169921875kW,150.5kWh
2024-03-12T08:00:00-07:00 Los_Angeles,166.656005859375kW,162.5kWh
2024-03-12T09:00:00-07:00 Los_Angeles,185.27999877929688kW,177.5kWh
2024-03-12T10:00:00-07:00 Los_Angeles,195.64801025390625kW,189.75kWh
2024-03-12T11:00:00-07:00 Los_Angeles,197.50399780273438kW,190.5kWh
2024-03-12T12:00:00-07:00 Los_Angeles,195.64801025390625kW,195.25kWh
2024-03-12T13:00:00-07:00 Los_Angeles,199.23199462890625kW,196.75kWh
2024-03-12T14:00:00-07:00 Los_Angeles,205.6959991455078kW,200.25kWh
2024-03-12T15:00:00-07:00 Los_Angeles,201.343994140625kW,197.75kWh
2024-03-12T16:00:00-07:00 Los_Angeles,203.1999969482422kW,197.25kWh
2024-03-12T17:00:00-07:00 Los_Angeles,198.656005859375kW,190.75kWh
2024-03-12T18:00:00-07:00 Los_Angeles,189.82400512695312kW,180.5kWh
2024-03-12T19:00:00-07:00 Los_Angeles,167.552001953125kW,165.75kWh
2024-03-12T20:00:00-07:00 Los_Angeles,160.83200073242188kW,123.5kWh
2024-03-12T21:00:00-07:00 Los_Angeles,101.82400512695312kW,99.75kWh
2024-03-12T22:00:00-07:00 Los_Angeles,99.26399993896484kW,93.75kWh
2024-03-12T23:00:00-07:00 Los_Angeles,94.14399719238281kW,89.75kWh
2024-03-13T00:00:00-07:00 Los_Angeles,92.60800170898438kW,88kWh
2024-03-13T01:00:00-07:00 Los_Angeles,93.05599975585938kW,88.25kWh
2024-03-13T02:00:00-07:00 Los_Angeles,94.4000015258789kW,87.25kWh
2024-03-13T03:00:00-07:00 Los_Angeles,94.97599792480469kW,88.75kWh
2024-03-13T04:00:00-07:00 Los_Angeles,91.5199966430664kW,87.25kWh
2024-03-13T05:00:00-07:00 Los_Angeles,161.4720001220703kW,140.75kWh
2024-03-13T06:00:00-07:00 Los_Angeles,175.61599731445312kW,152.5kWh
2024-03-13T07:00:00-07:00 Los_Angeles,154.7519989013672kW,147.25kWh
2024-03-13T08:00:00-07:00 Los_Angeles,170.239990234375kW,157.5kWh
2024-03-13T09:00:00-07:00 Los_Angeles,195.3280029296875kW,177.5kWh
2024-03-13T10:00:00-07:00 Los_Angeles,197.2480010986328kW,194.75kWh
2024-03-13T11:00:00-07:00 Los_Angeles,197.50399780273438kW,190.25kWh
2024-03-13T12:00:00-07:00 Los_Angeles,193.98399353027344kW,190.5kWh
2024-03-13T13:00:00-07:00 Los_Angeles,178.55999755859375kW,172.75kWh
2024-03-13T14:00:00-07:00 Los_Angeles,184.0640106201172kW,176.5kWh
2024-03-13T15:00:00-07:00 Los_Angeles,184.83200073242188kW,179.75kWh
2024-03-13T16:00:00-07:00 Los_Angeles,182.72000122070312kW,177.75kWh
2024-03-13T17:00:00-07:00 Los_Angeles,184.83200073242188kW,174.5kWh
2024-03-13T18:00:00-07:00 Los_Angeles,170.11199951171875kW,168.75kWh
2024-03-13T19:00:00-07:00 Los_Angeles,165.760009765625kW,159.75kWh
2024-03-13T20:00:00-07:00 Los_Angeles,150.46400451660156kW,111.75kWh
2024-03-13T21:00:00-07:00 Los_Angeles,94.656005859375kW,89kWh
2024-03-13T22:00:00-07:00 Los_Angeles,86.65599822998047kW,81.25kWh
2024-03-13T23:00:00-07:00 Los_Angeles,81.47200012207031kW,80kWh
2024-03-14T00:00:00-07:00 Los_Angeles,87.552001953125kW,79.25kWh
2024-03-14T01:00:00-07:00 Los_Angeles,82.0479965209961kW,77.5kWh
2024-03-14T02:00:00-07:00 Los_Angeles,82.8800048828125kW,77.75kWh
2024-03-14T03:00:00-07:00 Los_Angeles,81.72799682617188kW,76.25kWh
2024-03-14T04:00:00-07:00 Los_Angeles,81.40800476074219kW,77.75kWh
2024-03-14T05:00:00-07:00 Los_Angeles,161.4080047607422kW,127.5kWh
2024-03-14T06:00:00-07:00 Los_Angeles,152.447998046875kW,139.5kWh
2024-03-14T07:00:00-07:00 Los_Angeles,135.10400390625kW,131.25kWh
2024-03-14T08:00:00-07:00 Los_Angeles,153.21600341796875kW,143kWh
2024-03-14T09:00:00-07:00 Los_Angeles,166.78399658203125kW,158.25kWh
2024-03-14T10:00:00-07:00 Los_Angeles,184.32000732421875kW,176.75kWh
2024-03-14T11:00:00-07:00 Los_Angeles,192.70401000976562kW,187.75kWh
2024-03-14T12:00:00-07:00 Los_Angeles,195.2639923095703kW,191.25kWh
2024-03-14T13:00:00-07:00 Los_Angeles,195.58399963378906kW,194kWh
2024-03-14T14:00:00-07:00 Los_Angeles,206.9119873046875kW,202.25kWh
2024-03-14T15:00:00-07:00 Los_Angeles,206.39999389648438kW,202.5kWh
2024-03-14T16:00:00-07:00 Los_Angeles,211.58399963378906kW,207kWh
2024-03-14T17:00:00-07:00 Los_Angeles,212.86399841308594kW,202.25kWh
2024-03-14T18:00:00-07:00 Los_Angeles,201.8560028076172kW,193.5kWh
